Price,Close,High,Low,Open,Volume
Ticker,XLE,XLE,XLE,XLE,XLE
Date,,,,,
1998-12-22,5.73662805557251,5.767449426077685,5.717364228709984,5.74818559921516,30400
1998-12-23,5.8560614585876465,5.8560614585876465,5.748186642245242,5.7558919862697,135600
1998-12-24,5.825239181518555,5.871471238514734,5.817533838685858,5.871471238514734,24600
1998-12-28,5.794417858123779,5.856060601295309,5.755891143641573,5.856060601295309,27000
1998-12-29,5.852210998535156,5.852210998535156,5.755893699267795,5.809831123491188,44000
1998-12-30,5.7635955810546875,5.848354339599609,5.75974338050847,5.848354339599609,43600
1998-12-31,5.755891799926758,5.755891799926758,5.7250704248267485,5.755891799926758,26000
1999-01-04,5.752041339874268,5.856063042034455,5.740482850415353,5.740482850415353,57200
1999-01-05,5.721219539642334,5.786714506502854,5.713514194094394,5.786714506502854,85400
1999-01-06,5.909998893737793,5.917704237797425,5.748186668485519,5.78671338878368,112800
1999-01-07,5.883030414581299,5.9138517895349825,5.81368232093551,5.909998647368913,145200
1999-01-08,5.909998893737793,6.056400430870802,5.763597356604784,5.917704237797425,842200
1999-01-11,5.798272609710693,5.863767572217764,5.779008776824341,5.856062227181998,70000
1999-01-12,5.709661483764648,5.8175363296117535,5.701956137632712,5.794420291215945,178400
1999-01-13,5.624898910522461,5.717363002202282,5.594077546629187,5.609488228575824,84800
1999-01-14,5.517026424407959,5.64031193109864,5.517026424407959,5.60949055442597,140000
1999-01-15,5.601785182952881,5.60949052708349,5.536290228139586,5.563258462299835,21400
1999-01-19,5.601785182952881,5.624901215344709,5.555553118169225,5.624901215344709,25600
1999-01-20,5.5555548667907715,5.624902985793708,5.551702663809862,5.570965559902535,31600
1999-01-21,5.601785182952881,5.648017247736536,5.547847774038616,5.555553118169225,47800
1999-01-22,5.570962429046631,5.624899824625229,5.563257086821117,5.609489140174201,38600
1999-01-25,5.563259124755859,5.594080504948413,5.51702705446703,5.594080504948413,36400
1999-01-26,5.509321689605713,5.570964449769134,5.4630896194831475,5.570964449769134,51400
1999-01-27,5.409152507781982,5.517027344119515,5.393741816876621,5.517027344119515,74200
1999-01-28,5.378330707550049,5.42456277666939,5.332098638430708,5.42456277666939,61600
1999-01-29,5.378330707550049,5.378330707550049,5.2858665693113664,5.347509328137154,37200
