Date,Close,Mahadasha,Antardasha,SMI_Base,Tithi,Nakshatra,Sun_Deg,Moon_Deg,Mercury_Deg,Venus_Deg,Mars_Deg,Jupiter_Deg,Jup_Debilitated,Saturn_Deg,Sat_Debilitated,Uranus_Deg,Neptune_Deg,Pluto_Deg,True_Node_Deg,Lilith_Deg,Ketu_Deg,Sun_Speed,Moon_Speed,Mercury_Speed,Venus_Speed,Mars_Speed,Jupiter_Speed,Saturn_Speed,Uranus_Speed,Neptune_Speed,Pluto_Speed,True_Node_Speed,Lilith_Speed,Ketu_Speed
1999-01-11,5.798272609710693,Moon,Mercury,4.15,25,15,266.96389545739106,197.61496813049072,252.73027957640883,284.6951823426113,179.5894468165395,329.75939273097697,0,3.07945831279033,1,287.68169787975097,277.60414169180814,225.62193912616698,118.80987833276232,197.46677904940321,298.8098783327623,1.0190237318853177,11.85694388565017,1.5080191229549664,1.2517704759014343,0.4651190814947305,0.16917252518526998,0.02365319331032857,0.055433306664901004,0.03741428556279501,0.031413770834452584,-0.04577446505368505,0.22403634963755928,0
1999-01-12,5.709661483764648,Moon,Mercury,4.15,26,16,267.98291255179095,209.49687461114738,254.24253533484415,285.9468593264626,180.05294088260737,329.92957096949254,0,3.1040250948331716,1,287.73726450856856,277.6416051602939,225.65317305129713,118.75131168844865,197.69125244627494,298.75131168844865,1.0190050964169812,11.918210152262413,1.5164727621639047,1.251580880137473,0.4618556393107974,0.1711781081466332,0.025479247712305367,0.055697506130284576,0.03751071839064815,0.03105241043643919,-0.0706299528737697,0.22490139264960954,0
1999-01-13,5.624898910522461,Moon,Mercury,4.2,27,17,269.0019024882404,221.47222027022022,255.7632056633495,287.1983415394307,180.51313215809984,330.10173984370766,0,3.1304152423353595,1,287.7930892173863,277.6791606021325,225.6840416586234,118.67178365743014,197.9165656847044,298.6717836574301,1.0189689768958676,12.041830564894669,1.5248573033410864,1.2513807061260986,0.4585132920688796,0.17315373064445505,0.027299801489068864,0.055949422117913414,0.037598220194575316,0.03068314504504246,-0.08611728944221331,0.2257175064046285,0
1999-01-14,5.517026424407959,Moon,Mercury,4.2,27,18,270.0208467673501,233.59694497559056,257.29224683261424,288.44961764322903,180.9699411148379,330.27586920038414,0,3.1586229108763235,1,287.84915965058923,277.7167990305511,225.7145370831219,118.58381845582477,198.1426738369797,298.58381845582477,1.0189133199091704,12.214636966237796,1.5332224364962022,1.251168400055708,0.45509086296264467,0.17509900174658555,0.029114163727751097,0.0561889226866982,0.03767666840638884,0.03030604456008961,-0.08764641101162453,0.22649237940344158,0
1999-01-15,5.601785182952881,Moon,Mercury,4.0,28,19,271.03972484863635,245.912955542461,258.8296618184968,289.7006747814345,181.42328723521382,330.45192846274244,0,3.1886415368338534,1,287.90546326095716,277.7545114030134,225.74465151758525,118.49960410097025,198.36953887335977,298.49960410097026,1.0188361017292826,12.421899569089712,1.5416120043419577,1.250942486927554,0.451587550597398,0.17701345917223293,0.030921571107936398,0.05641574917592406,0.037746125415155256,0.0299211906868098,-0.07971053570918507,0.22723211320673842,0
1999-01-19,5.601785182952881,Moon,Mercury,3.85,2,23,275.1140988165841,297.42141643770873,265.06446147189916,294.7024004856925,183.20042133327905,331.1748348424574,0,3.3266661809791978,1,288.13275212354927,277.9059237556427,225.86114651871782,118.32116506571184,199.2839445551441,298.32116506571185,1.0182769456173082,13.320357119037917,1.5761208975045597,1.2498702277951117,0.4367648607395365,0.18435209943135955,0.0380650002137547,0.05719317137611403,0.03793936342644861,0.028306261462381334,-0.0012991804549705463,0.2298924033437769,0
1999-01-20,5.555554866790772,Moon,Mercury,4.05,3,24,276.1322763880419,310.84157646124703,266.64507094662247,295.952114257155,183.63524094178183,331.36006614922826,0,3.365612141862796,1,288.1900272404711,277.9438826413254,225.889242633043,118.32838441288955,199.51413336543519,298.32838441288953,1.0180696852985556,13.5171300797793,1.5851272718300158,1.2495527866236118,0.43286132009145434,0.18610394075699935,0.039824573676054055,0.05735438312052325,0.037980234071271636,0.02788453152390107,0.014601102605691689,0.23047904220170076,0
1999-01-21,5.601785182952881,Moon,Mercury,4.05,4,25,277.15023358559256,324.44996668587925,268.23478349828,297.20149987519767,184.06611887278677,331.54703225076,0,3.4063115116038083,1,288.24745689061876,277.9819021578246,225.91691362401926,118.34836601004045,199.74488978851764,298.3483660100404,1.0178362793824463,13.696863327442163,1.5943304066877162,1.2492138756733953,0.42888182145008447,0.1878216279293987,0.04157163657047092,0.05750225761999912,0.038081260287361474,0.027456074612824073,0.02434873011543511,0.23102666108963804,0
1999-01-22,5.570962429046631,Moon,Mercury,4.1,6,26,278.1679453106021,338.2298088844375,269.83380489889436,298.4505358864522,184.49298000391403,331.7356988604665,0,3.4487513141502046,1,288.3050277649168,278.01955146151255,225.94415291777716,118.37472663574599,199.97617183992097,298.374726635746,1.0175790391308965,13.860066327098888,1.6037478607643763,1.2488536619111918,0.4248279748284325,0.18950493965907353,0.043305276284628734,0.057636856475267215,0.037274776047610876,0.027021210423208757,0.02680975593515469,0.23152919347358153,0
1999-01-25,5.563259124755859,Moon,Mercury,4.0,9,2,281.2194046781258,20.417239443608363,274.689003419305,302.19534337867515,185.7487275229053,332.3115591978549,0,3.586371303938077,1,288.4784568851182,278.13350821590893,226.02321944748792,118.40321559206578,200.67265075167603,298.40321559206575,1.016701665179069,14.22753744030045,1.6334165706689574,1.2476567993705863,0.4122266762201108,0.1943505047391658,0.04841830258617709,0.05796306200135506,0.03792280615458516,0.025681066597515474,-0.013038241929531002,0.2326955948727686,0
1999-01-26,5.509321689605713,Moon,Mercury,4.05,10,3,282.2359528297911,34.676825601743666,276.3275932059399,303.4427862526088,186.15878575921255,332.50668737122976,0,3.6356278549131202,1,288.5364631058627,278.1714119058093,226.048672251619,118.38542029701625,200.90547865914007,298.38542029701625,1.0163893274950517,14.283810180643382,1.6438044142554997,1.2472257716103372,0.40787678741617067,0.19589958215768513,0.0500917951744197,0.0580469597811839,0.037883425103538884,0.02522344887265906,-0.021522905403456975,0.23294725657499027,0
1999-01-27,5.409152507781982,Moon,Mercury,4.05,11,4,283.2521872876539,48.967147427146124,277.9766970081646,304.6897919888259,186.5644548821743,332.7033488007935,0,3.6865500210011097,1,288.5945473142884,278.2092735107719,226.0736648781254,118.36122267785916,201.13851928095917,298.36122267785913,1.0160751734388815,14.286855479532091,1.6544443825546922,1.2467829882566916,0.40344781812635955,0.19741721024924297,0.05174953766705572,0.05811914807351466,0.037838226088188445,0.024760755797482128,-0.026777788969764283,0.2331201437911327,0
1999-01-28,5.378330707550049,Moon,Mercury,3.85,12,5,284.26810851568996,63.22895814299589,279.6365647570121,305.93635024548655,186.96565362130133,332.901512638894,0,3.7391220917280856,1,288.65269808800775,278.2470863809791,226.09819233084195,118.33197689346173,201.37169146882448,298.33197689346173,1.015763728906594,14.225241980755353,1.6653311911592314,1.2463312830818047,0.39893517712052495,0.19890461386560696,0.05339163544556828,0.05818023403873585,0.03778585225608897,0.02429313833044812,-0.03136807352502279,0.23320972828576036,0
1999-01-29,5.378330707550049,Moon,Mercury,3.85,13,6,285.2837211617187,77.39397680495597,281.30743832467704,307.1824534782425,187.3622955319249,333.1011493149551,0,3.7933285247882207,1,288.71090480134114,278.2848430569717,226.1222497311233,118.30027147532164,201.60491033040992,298.30027147532167,1.0154587567489484,14.092900299462862,1.676453864204173,1.2458733761481091,0.3943331158595772,0.2003631047531021,0.0550183084069513,0.05823127058378272,0.03772582167020565,0.023820670020336516,-0.03062979475520381,0.23321315647698984,0
1999-02-01,5.32439661026001,Moon,Mercury,8.0,16,9,288.32879413846985,118.64307510878051,286.38825440473346,310.917992115649,188.5239175348195,333.70861960468187,0,3.9656034248294496,1,288.8857727712583,278.3976983474752,226.19155341264482,118.25413695947032,202.3039777495853,298.2541369594703,1.0146011970352218,13.332809852836277,1.7110202368231684,1.2444818669030897,0.37992102873847783,0.204577067196511,0.05980945118472313,0.058276303013371604,0.037498825123639945,0.022374307259366278,0.0002245693728043147,0.23270323728759937,0
1999-02-02,5.332098007202148,Moon,Mercury,4.1,17,10,289.3432624696956,131.81750970672317,288.10516983785186,312.16224104244145,188.90133387837878,333.9138760609105,0,4.026198482048901,1,288.9438832174314,278.4351522589818,226.21368226949994,118.25805062831635,202.53652002456812,298.25805062831637,1.01433347512867,13.015114310785501,1.722826124509142,1.244014683553519,0.3748916378479796,0.20593077710395982,0.06137790090125616,0.05820751918682945,0.0374072556757699,0.021882385241312946,0.007448230490209932,0.23236812188603534,0
1999-02-03,5.455382347106934,Moon,Mercury,4.1,18,11,290.3574661112508,144.67510025112927,289.8339250044473,313.40602171625227,189.27365981027927,334.1204738485916,0,4.0883549754424315,1,289.00219318932557,278.4725105514015,226.23531671276731,118.26870076616656,202.76868950914292,298.26870076616655,1.0140715847730553,12.703004739381576,1.7346892445946709,1.243545206091202,0.3697393615922494,0.20725975907740518,0.06293232714061062,0.05832486760399234,0.0373075612296817,0.021385477034979797,0.013411788815296151,0.2319587890832069,0
1999-02-04,5.486204147338867,Moon,Mercury,3.95,19,12,291.37140959299586,157.23275733707385,291.57454210980245,314.64933129924947,189.64076994078894,334.3283883011472,0,4.152058838740657,1,289.06049983136353,278.5097650495518,226.25645174789233,118.2832133932572,203.00041547440998,298.2832133932572,1.0138128742617811,12.418695046744853,1.7465367510416432,1.2430722927367077,0.36445931388951996,0.20856410698026928,0.06447262370389543,0.05828751980598884,0.037199643493754445,0.02088356984951045,0.014436818437983393,0.23148239040084695,0
1999-02-05,5.6403117179870605,Moon,Mercury,3.95,20,13,292.3850948049903,169.52806682168472,293.3269630955383,315.8921657515215,190.00253440065444,334.53759477080257,0,4.21729589738926,1,289.11876777627964,278.5469074637771,226.27708238711426,118.29551610940253,203.23163486390428,298.2955161094025,1.0135547542526204,12.181091745107887,1.7582820719181185,1.2425947299078242,0.3590473925627572,0.2098437779149656,0.0659986706450106,0.05824705481039414,0.037083391253723924,0.020376682937205487,0.009541650463125714,0.2309470888476764,0
1999-02-08,5.7173686027526855,Moon,Mercury,4.15,23,16,295.42458349109984,205.44150034982144,298.6529744643583,319.61775903117456,191.05439874880616,335.1727182790015,0,4.4220613350704525,1,289.2932690338669,278.65757796741764,226.335898657341,118.31009010418342,203.92175208897143,298.3100901041834,1.0127609282979337,11.87273663167244,1.7917985504549574,1.241121481970067,0.3419847930783709,0.21353340789384265,0.0704888308276318,0.05807048178949691,0.03668373816110301,0.01882675978116051,0.002370275649660196,0.22907553387945914,0
1999-02-09,5.6094889640808105,Moon,Mercury,4.2,24,17,296.4372073473502,217.33356347397833,300.4498852340955,320.8586275394718,191.39340881889174,335.3868440170101,0,4.4932849303902564,1,289.35129983794906,278.6941874191179,226.35446279838092,118.31013579229906,204.1504874855053,298.3101357922991,1.0124827543972923,11.924458527836562,1.8019015648885863,1.2406128305437176,0.33601108482512854,0.2147128879326812,0.07195530296411863,0.057988724830720595,0.03653330915203137,0.018300603993403025,-0.0025033117584418135,0.22839167259621307,0
1999-02-10,5.624898910522461,Moon,Mercury,4.2,25,18,297.4495480894959,229.31604493329598,302.25648924442027,322.09898207550646,191.72637141333288,335.60213646780034,0,4.565967173872025,1,289.4092428036662,278.7306421110446,226.3724984912192,118.30605942417577,204.3785296515001,298.30605942417577,1.012194314955121,12.052827740419437,1.8111475455313484,1.2400933096884827,0.32988944995496444,0.21586678846751636,0.07340607137558158,0.057894750758738144,0.03637420031084587,0.017769883281169806,-0.00452627155781046,0.22769016724807467,0
1999-02-11,5.578671455383301,Moon,Mercury,4.0,26,19,298.46159439440794,241.46257176921645,304.07180942768895,323.33881109341417,192.05313738576407,335.8185699124961,0,4.640092213976427,1,289.4670856213604,278.7669333167336,226.39000121916885,118.30348439199442,204.60586385938925,298.3034843919944,1.0118934517321043,12.251071461374208,1.8192897787415732,1.2395615541530998,0.3236174651863879,0.21699482301048262,0.074840835714697,0.05778838730323095,0.03620633296657325,0.01723470579502918,0.00025859350396602304,0.22697654137954684,0
1999-02-12,5.463089942932129,Moon,Mercury,4.0,27,20,299.47333271575627,253.83773641775394,305.894601159486,324.5781016154529,192.37355530555945,336.03611832038973,0,4.7156438221852905,1,289.5248157819045,278.803052250886,226.40696659032005,118.30681113457446,204.8324800812388,298.30681113457445,1.011577857565329,12.507856603101136,1.826039043231002,1.2390160437392206,0.31719307264886976,0.21809665161285902,0.07625913192827687,0.05766940995321837,0.03602965376156235,0.0166951928698869,0.005746228503387416,0.22625467329841578,0
1999-02-16,5.424564361572266,Moon,Mercury,4.05,1,23,303.51684792186893,306.35148639127783,313.2235655186491,329.5295563014678,193.58867094764315,336.9169259731194,0,5.031775303794325,1,289.75435439163266,278.94562809741353,226.46937233603927,118.31894259906787,205.73162596901534,298.3189425990679,1.0101166505831582,13.746344045045463,1.8315559229653209,1.2366570328870448,0.28995487820574484,0.22223225223046086,0.08175806320624755,0.057064855096504226,0.035234112833284634,0.014497562625817662,-0.00266732273646766,0.22329452067126004,0
1999-02-17,5.370626449584961,Moon,Mercury,4.05,2,25,304.5267552524214,320.22719983856064,315.0522580692259,330.76589312939615,193.87504310773886,337.13964264298767,0,5.114199249439973,1,289.8113286684292,278.9807526089753,226.4835911597582,118.31276599213189,205.95453599211422,298.31276599213186,1.0096898916315664,13.99571071716997,1.8251783461847064,1.2360113109015132,0.28276504912805456,0.22319527411114132,0.08308604108245553,0.05688112538883088,0.0350130358344808,0.013939485470240258,-0.01005166276333262,0.22252190486764795,0
1999-02-18,5.386036396026611,Moon,Mercury,4.1,3,26,305.53622258892153,334.32155419261693,316.87249361859415,332.0015710454114,194.15415166670846,337.36330767406224,0,5.197941185221385,1,289.8681127140205,279.0156516702524,226.49725046697037,118.29931959579801,206.1766616908583,298.299319595798,1.009236510020948,14.181374233121035,1.814533084220906,1.23533896033244,0.27542819045028555,0.2241289259895814,0.08439391719750547,0.05668443750098524,0.03478324147349043,0.013378607447597017,-0.016031296904077542,0.22172455485273462,0
1999-02-19,5.355213165283203,Moon,Mercury,4.1,4,27,306.5452238762173,348.5655896854742,318.6796676346993,333.236562841701,194.42585099396717,337.58789159812915,0,5.282980710526453,1,289.92469364202924,279.0503166585946,226.51034764139757,118.28266936122952,206.3979743208986,298.2826693612295,1.008757921708465,14.294257256395118,1.7989380534969355,1.2346389847543136,0.26794702029399564,0.22503306478869012,0.08568111714175979,0.05647494082084494,0.03454493937292892,0.012815320450691885,-0.016417778169709678,0.22089434842239491,0
1999-02-22,5.409152507781982,Moon,Mercury,4.05,7,3,309.5692109969527,31.484044277252067,323.96598506414796,336.937147642193,195.1950640432118,338.2668643488596,0,5.54567434220656,1,290.0930927754373,279.15282440415274,226.5462458856361,118.24121281356656,207.05661625755542,298.24121281356656,1.0072051949536442,14.22865716581742,1.7150582982393696,1.2323778141408366,0.2446477895503119,0.22757187194045042,0.0894154763141341,0.055772784434021824,0.033781370889266554,0.011114518607692338,-0.008900945521297578,0.21811713867651206,0
1999-02-23,5.362918853759766,Moon,Mercury,7.55,8,4,310.5761483946326,45.65580821760598,325.66030564154835,338.1691267625457,195.43569594204317,338.494834360716,0,5.63569295602033,1,290.1487379655811,279.1864716554942,226.5570757158178,118.23788852931709,207.27421419519726,298.2378885293171,1.0066639855639048,14.10922353740258,1.6722079365613378,1.2315758450838672,0.2365918221523094,0.22836279268537962,0.09061775113076485,0.05551534783564154,0.0335115639600126,0.01054495725390102,0.0032766260229642355,0.21706646133753502,0
1999-02-24,5.339804649353027,Moon,Mercury,7.55,10,5,311.58254235700053,59.69314538571175,327.3075081356881,339.40029364807987,195.6681969232918,338.7235822119305,0,5.7269033859183835,1,290.2041201187207,279.2198454442713,226.56733550436405,118.24815488983778,207.49072423867904,298.2481548898378,1.0061191619807799,13.961511210804415,1.6207123899041356,1.2307538021530404,0.22838512852213766,0.2291277412713389,0.09179913415702798,0.0552467828419128,0.033234504502876974,0.009974475550586087,0.016514304989327117,0.2159401874474135,0
1999-02-25,5.36677360534668,Moon,Mercury,1.85,11,6,312.58839159014826,73.57223130217413,328.8986324013465,340.6306296267516,195.89241358025916,338.9530824993553,0,5.81928496583393,1,290.2592282679131,279.2529386455217,226.57702438610596,118.26822722340772,207.7060676174102,298.26822722340773,1.005575341620459,13.793807592760675,1.5599591770103018,1.229914511341064,0.22002217890926043,0.229867858926831,0.09296010737908908,0.054967400676267424,0.0329504155457254,0.009403164239894657,0.021979652821468118,0.2147322437312753,0
1999-02-26,5.332098007202148,Moon,Mercury,1.85,12,7,313.59369915825397,87.27570692378178,330.4241644020861,341.860118882163,196.10818643149275,339.1833109625514,0,5.912817486305092,1,290.31405170876786,279.2857443224864,226.58614160985394,118.2894684524621,207.92016023547993,298.2894684524621,1.0050365858600443,13.610843042017782,1.4894592452866677,1.2290608242469176,0.21149637954251477,0.2305842808403037,0.09410111953799113,0.05467740919102748,0.03265948842550488,0.008831167069111693,0.0196010109663432,0.21343803111350468,0
1999-03-01,5.278160572052002,Moon,Mercury,2.1,15,10,316.60645196852767,127.19988274314262,334.50696628527174,345.5433883349447,196.7031413151169,339.87813855853443,0,6.200126289086312,1,290.47670949305234,279.3823686907409,226.61005663704694,118.31299707581861,208.55404866581566,298.3129970758186,1.0034779366892967,12.989036871727214,1.217162592928423,1.2264384075097285,0.18486933627678095,0.23260111272593822,0.09740949954154447,0.053745353037867136,0.03174648168893505,0.007111231272368844,-0.011526542342313616,0.2090198885629359,0
1999-03-02,5.224225997924805,Moon,Mercury,2.1,16,11,317.6096824226194,140.07738132381516,335.66954234288056,346.7693833866127,196.88340207206414,340.1110570671954,0,6.298070577794252,1,290.5302902357826,279.41395704593236,226.61688060050597,118.29194518586765,208.76225170439693,298.29194518586763,1.0029813851118,12.765602452952871,1.1064039189697483,1.2255496728976993,0.1756206080487238,0.23323158678924913,0.09847555999989975,0.05341410577436524,0.031428831165402724,0.006536608036323455,-0.030488477468609852,0.20737181625205717,0
1999-03-03,5.339804649353027,Moon,Mercury,1.95,17,12,318.61242181710077,152.73155627179605,336.71666330197803,347.99448675277176,197.05431644967226,340.34459590504076,0,6.397071953565164,1,290.58353454625484,279.44522441953217,226.6231296365582,118.25325996276925,208.9687653187629,298.2532599627692,1.0024958533346673,12.543871211850497,0.9863646422539506,1.224655085569552,0.16617584137787103,0.23384180650609115,0.09952371058116423,0.053072470612964016,0.03110453097041478,0.005961370600037568,-0.045927770009282,0.2056419137020532,0
1999-03-04,5.5324387550354,Moon,Mercury,1.95,18,13,319.6146805861688,165.16903845176904,337.63942400237306,349.21869265296846,197.2156863057563,340.57873488541196,0,6.497112611224822,1,290.6364320304921,279.47616410877583,226.62880313233492,118.20190781039692,209.17351039745972,298.2019078103969,1.0020200878424148,12.33412902112481,0.8578358836798597,1.223754714807371,0.15653101992553584,0.2344318808885391,0.10055412374794975,0.05272042523070067,0.030773460613021632,0.0053855399788583945,-0.05600324028127778,0.20383580788455952,0
1999-03-05,5.636460781097412,Moon,Mercury,4.45,19,14,320.6164677400202,177.40788906348052,338.4298308578067,350.441995196276,197.36731008098843,340.8134538705172,0,6.598174839692293,1,290.68897220662217,279.5067693754202,226.6339005262691,118.1425683201602,209.37641394009245,298.1425683201602,1.0015525255888436,12.148763879805998,0.7218491366656256,1.2228483006313324,0.14668330626269377,0.23500180462258047,0.1015668487477939,0.05235783339319048,0.030435648072414934,0.00480919916417318,-0.06194563191326968,0.20196004244716037,0
1999-03-08,5.7173686027526855,Moon,Mercury,2.2,21,16,323.6190643943027,213.3077254598669,339.94565642923345,354.10641661659497,197.7616610072397,341.52088820853385,0,6.907313761750647,1,290.84434275973905,279.5965107523776,226.64573180802768,117.97414180838078,209.97345039817998,297.97414180838075,1.0001816170714226,11.869053269613115,0.2829922702376025,1.2200868083396263,0.11591018321597227,0.23658940016793126,0.10449846670908719,0.051206115037063335,0.029381419931007267,0.003077984330600651,-0.040205695138164424,0.1959863820684404,0
1999-03-09,5.655722141265869,Moon,Mercury,2.2,22,17,324.61902101405826,225.188985586745,340.1532302061739,355.32603611877187,197.87225412568432,341.75772370392315,0,7.012284702297912,1,290.8953471742898,279.62571033893175,226.64852107877326,117.94200202459713,210.16839817590886,297.9420020245971,0.9997291509619276,11.90604500264428,0.13218035543781792,1.21914959466497,0.10524310348119352,0.23707717797631983,0.10543981467189754,0.0508005958674091,0.02901633518345768,0.002500616730685684,-0.023460972294767297,0.19390245529103062,0
1999-03-10,5.979345798492432,Moon,Mercury,2.2,23,18,325.6185248606026,237.14603659746373,340.2103928631308,356.5447135166272,197.97207895776017,341.99503642997325,0,7.118187914447851,1,290.9459406364293,279.6545414311954,226.65073302472484,117.92888996424286,210.36124311971673,297.92888996424284,0.999275785676364,12.02141907944413,-0.017450839806922407,1.2182024284678172,0.09437408607801744,0.23754381120651838,0.10636299476979134,0.050384200880133345,0.028644438636605714,0.0019233755630023383,-0.0018473784568879385,0.1917814707661529,0
