Date,Close,Mahadasha,Antardasha,SMI_Base,Tithi,Nakshatra,Nithya_Yoga,Aspect_Mars_Saturn,Aspect_Jup_Sun,Aspect_Rahu_Mars,Vedha_Score,Sun_Deg,Sun_Speed,Moon_Deg,Moon_Speed,Mercury_Deg,Mercury_Speed,Venus_Deg,Venus_Speed,Mars_Deg,Mars_Speed,Jupiter_Deg,Jupiter_Speed,Saturn_Deg,Saturn_Speed,Uranus_Deg,Uranus_Speed,Neptune_Deg,Neptune_Speed,Pluto_Deg,Pluto_Speed,True_Node_Deg,True_Node_Speed,Lilith_Deg,Lilith_Speed,Ketu_Deg,Ketu_Speed
2002-12-30,5.89,Mars,Rahu,1.95,27,16,8,0,0,0,1,254.713,1.0194,210.728,14.315,273.635,0.5475,208.38,0.923,204.706,0.6447,113.12,-0.0817,60.668,-0.0787,302.302,0.0431,285.618,0.0336,234.331,0.0363,44.584,0.0182,358.949,0.2297,224.584,0
2002-12-31,5.9,Mars,Rahu,1.95,28,17,10,0,0,0,1,255.732,1.0195,225.022,14.2623,274.108,0.3956,209.308,0.933,205.351,0.6447,113.037,-0.0845,60.589,-0.0781,302.346,0.0437,285.652,0.0338,234.367,0.0361,44.593,-0.0007,359.179,0.2306,224.593,0
2003-01-02,6.02,Mars,Rahu,1.95,30,19,12,0,0,0,1,257.771,1.0196,253.275,13.9406,274.561,0.0492,211.194,0.9518,206.64,0.6447,112.862,-0.0898,60.434,-0.0767,302.434,0.0448,285.72,0.0344,234.439,0.0357,44.538,-0.0577,359.641,0.232,224.538,0
2003-01-03,6.01,Mars,Rahu,1.95,1,21,13,0,0,0,1,258.791,1.0196,267.088,13.6764,274.516,-0.1412,212.15,0.9607,207.285,0.6447,112.771,-0.0924,60.358,-0.0759,302.479,0.0453,285.755,0.0346,234.474,0.0355,44.465,-0.0865,359.874,0.2325,224.465,0
2003-01-06,6.06,Mars,Rahu,1.95,4,23,16,0,0,0,2,261.85,1.0195,306.662,12.6899,273.206,-0.7281,215.069,0.9852,209.219,0.6447,112.483,-0.0998,60.134,-0.0734,302.618,0.0469,285.86,0.0353,234.58,0.0348,44.149,-0.1077,0.573,0.2336,224.149,0
2003-01-07,5.86,Mars,Rahu,1.95,5,24,17,0,0,0,2,262.869,1.0194,319.196,12.3839,272.388,-0.9064,216.058,0.9928,209.864,0.6446,112.382,-0.1021,60.061,-0.0724,302.665,0.0474,285.895,0.0355,234.615,0.0346,44.048,-0.0912,0.807,0.2338,224.048,0
2003-01-08,5.81,Mars,Rahu,2.1,6,25,18,0,0,0,2,263.889,1.0193,331.448,12.1299,271.401,-1.0624,217.055,1.0001,210.508,0.6446,112.279,-0.1043,59.989,-0.0715,302.712,0.0479,285.931,0.0357,234.649,0.0343,43.971,-0.0605,1.041,0.234,223.971,0
2003-01-09,5.88,Mars,Rahu,2.1,7,26,19,0,0,0,2,264.908,1.0192,343.479,11.9451,270.273,-1.1883,218.059,1.0072,211.153,0.6446,112.173,-0.1065,59.918,-0.0704,302.761,0.0483,285.967,0.0359,234.683,0.0341,43.929,-0.0243,1.275,0.2341,223.929,0
2003-01-10,5.84,Mars,Rahu,2.1,8,27,20,0,0,0,2,265.927,1.019,355.365,11.841,269.037,-1.2773,219.069,1.014,211.798,0.6446,112.066,-0.1086,59.848,-0.0694,302.809,0.0488,286.003,0.0361,234.717,0.0338,43.92,0.0038,1.509,0.2342,223.92,0
2003-01-13,5.81,Mars,Rahu,4.6,11,3,23,0,0,0,1,268.984,1.0186,31.004,12.0459,265.086,-1.2935,222.14,1.0331,213.731,0.6445,111.731,-0.1145,59.645,-0.066,302.958,0.0501,286.112,0.0366,234.817,0.0329,43.979,0.0209,2.212,0.2342,223.979,0
2003-01-14,5.84,Mars,Rahu,3.6,12,4,24,0,0,2,1,270.002,1.0184,43.158,12.272,263.826,-1.22,223.176,1.0391,214.376,0.6445,111.616,-0.1162,59.58,-0.0648,303.008,0.0505,286.148,0.0367,234.85,0.0326,43.992,0.0018,2.446,0.2342,223.992,0
2003-01-15,5.86,Mars,Rahu,2.1,13,5,25,0,0,2,1,271.02,1.0182,55.568,12.5565,262.656,-1.1153,224.218,1.0449,215.02,0.6445,111.498,-0.118,59.516,-0.0635,303.059,0.0509,286.185,0.0369,234.883,0.0323,43.978,-0.0297,2.68,0.2342,223.978,0
2003-01-16,5.91,Mars,Rahu,2.1,14,6,26,0,0,2,1,272.038,1.0181,68.283,12.8785,261.604,-0.9869,225.266,1.0505,215.665,0.6445,111.38,-0.1196,59.453,-0.0623,303.11,0.0513,286.222,0.037,234.915,0.032,43.931,-0.0659,2.914,0.2341,223.931,0
2003-01-17,5.87,Mars,Rahu,2.1,15,7,27,0,0,2,1,273.056,1.0179,81.329,13.2122,260.688,-0.8419,226.319,1.0559,216.309,0.6445,111.259,-0.1211,59.391,-0.061,303.161,0.0517,286.259,0.0371,234.947,0.0317,43.847,-0.1021,3.148,0.2341,223.847,0
2003-01-21,5.73,Mars,Rahu,4.6,19,11,5,0,0,2,1,277.127,1.0173,136.371,14.1453,258.568,-0.2206,230.584,1.0759,218.887,0.6445,110.764,-0.1265,59.158,-0.0555,303.371,0.0531,286.408,0.0375,235.071,0.0303,43.284,-0.1321,4.084,0.2336,223.284,0
2003-01-22,5.72,Mars,Rahu,4.6,20,12,6,0,0,2,1,278.144,1.0172,150.552,14.2059,258.42,-0.0757,231.662,1.0805,219.532,0.6445,110.637,-0.1276,59.103,-0.054,303.424,0.0534,286.446,0.0376,235.101,0.03,43.166,-0.1019,4.317,0.2335,223.166,0
2003-01-23,5.73,Mars,Rahu,4.6,21,13,7,0,0,2,1,279.161,1.0171,164.762,14.2051,258.413,0.0604,232.745,1.085,220.176,0.6445,110.509,-0.1286,59.05,-0.0525,303.478,0.0538,286.484,0.0377,235.131,0.0296,43.082,-0.0657,4.551,0.2332,223.082,0
2003-01-24,5.63,Mars,Rahu,4.6,22,14,8,0,0,2,1,280.178,1.017,178.948,14.1604,258.538,0.187,233.832,1.0893,220.821,0.6445,110.38,-0.1295,58.998,-0.051,303.532,0.0541,286.521,0.0378,235.16,0.0292,43.036,-0.0269,4.784,0.2329,223.036,0
2003-01-27,5.46,Mars,Rahu,6.1,25,17,11,0,2,2,1,283.228,1.0165,221.078,13.9084,259.602,0.5084,237.118,1.1012,222.754,0.6444,109.987,-0.1318,58.852,-0.0464,303.695,0.0549,286.635,0.0379,235.246,0.0281,43.047,0.0031,5.481,0.2316,223.047,0
2003-01-28,5.55,Mars,Rahu,6.1,26,18,12,0,2,2,1,284.245,1.0164,234.934,13.8009,260.156,0.5974,238.221,1.1049,223.399,0.6443,109.855,-0.1323,58.807,-0.0448,303.75,0.0552,286.673,0.038,235.274,0.0277,43.037,-0.0254,5.712,0.231,223.037,0
2003-01-29,5.73,Mars,Rahu,4.6,27,19,14,0,2,2,1,285.261,1.0162,248.673,13.6734,260.794,0.6782,239.328,1.1084,224.043,0.6442,109.723,-0.1328,58.763,-0.0431,303.806,0.0554,286.711,0.038,235.302,0.0273,42.993,-0.0661,5.943,0.2303,222.993,0
2003-01-30,5.64,Mars,Rahu,2.1,28,20,15,0,2,2,1,286.277,1.0159,262.271,13.5168,261.51,0.7516,240.438,1.1118,224.687,0.6441,109.59,-0.1331,58.72,-0.0415,303.861,0.0557,286.749,0.0385,235.329,0.0269,42.902,-0.1157,6.173,0.2295,222.902,0
2003-01-31,5.75,Mars,Rahu,2.1,30,21,16,0,2,2,1,287.293,1.0157,275.695,13.3252,262.295,0.8182,241.551,1.115,225.331,0.644,109.457,-0.1333,58.68,-0.0398,303.917,0.0559,286.787,0.0385,235.355,0.0264,42.761,-0.1646,6.402,0.2286,222.761,0
2003-02-03,5.8,Mars,Rahu,2.1,3,24,19,0,2,2,1,290.339,1.0148,314.6,12.5835,265.011,0.9841,244.91,1.1241,227.263,0.6436,109.056,-0.1334,58.568,-0.0346,304.086,0.0565,286.901,0.0379,235.433,0.0251,42.163,-0.2043,7.083,0.2255,222.163,0
2003-02-04,5.84,Mars,Rahu,2.1,3,25,20,0,2,2,1,291.353,1.0144,327.055,12.3291,266.018,1.03,246.036,1.1269,227.906,0.6435,108.923,-0.1332,58.534,-0.0329,304.142,0.0566,286.939,0.0379,235.458,0.0247,41.968,-0.1833,7.308,0.2243,221.968,0
2003-02-05,5.79,Mars,Rahu,4.1,4,26,21,2,2,2,1,292.368,1.0141,339.269,12.105,267.069,1.072,247.164,1.1296,228.55,0.6433,108.79,-0.133,58.502,-0.0311,304.199,0.0568,286.976,0.0379,235.482,0.0242,41.802,-0.1466,7.532,0.2231,221.802,0
2003-02-06,5.77,Mars,Rahu,4.1,5,27,22,2,2,2,1,293.382,1.0137,351.282,11.9317,268.161,1.1106,248.295,1.1322,229.193,0.6431,108.657,-0.1326,58.472,-0.0293,304.256,0.0569,287.014,0.0378,235.506,0.0238,41.678,-0.0987,7.754,0.2218,221.678,0
2003-02-07,5.72,Mars,Rahu,4.1,6,1,23,2,2,2,1,294.395,1.0133,3.155,11.8263,269.29,1.1462,249.428,1.1348,229.836,0.643,108.525,-0.1321,58.444,-0.0275,304.313,0.0571,287.052,0.0377,235.53,0.0233,41.604,-0.0526,7.975,0.2204,221.604,0
2003-02-10,5.79,Mars,Rahu,6.6,9,3,26,2,2,0,1,297.433,1.012,38.727,12.0256,272.871,1.2383,252.843,1.1419,231.764,0.6425,108.131,-0.13,58.369,-0.0221,304.484,0.0574,287.165,0.0375,235.598,0.0219,41.564,0.0022,8.63,0.2162,221.564,0
2003-02-11,5.75,Mars,Rahu,6.6,10,4,27,2,0,0,1,298.445,1.0115,50.87,12.2743,274.123,1.265,253.987,1.1442,232.407,0.6423,108.002,-0.1292,58.348,-0.0202,304.542,0.0575,287.202,0.0374,235.619,0.0214,41.559,-0.0151,8.846,0.2147,221.559,0
2003-02-12,5.65,Mars,Rahu,4.1,11,5,1,2,0,0,1,299.456,1.0111,63.303,12.6033,275.401,1.2902,255.132,1.1464,233.049,0.6422,107.873,-0.1282,58.329,-0.0184,304.599,0.0575,287.24,0.0373,235.64,0.0209,41.528,-0.0493,9.06,0.2132,221.528,0
2003-02-13,5.63,Mars,Rahu,4.1,12,6,2,2,0,0,1,300.467,1.0106,76.097,12.9935,276.703,1.3139,256.279,1.1486,233.691,0.642,107.745,-0.1271,58.311,-0.0165,304.657,0.0576,287.277,0.0372,235.661,0.0204,41.457,-0.0923,9.272,0.2117,221.457,0
2003-02-14,5.67,Mars,Rahu,4.1,13,7,3,2,0,0,1,301.477,1.0102,89.301,13.4155,278.028,1.3365,257.429,1.1507,234.333,0.6419,107.619,-0.126,58.296,-0.0147,304.714,0.0576,287.314,0.037,235.681,0.0199,41.342,-0.1382,9.483,0.2102,221.342,0
2003-02-18,5.76,Mars,Rahu,4.1,17,11,7,2,0,0,1,305.515,1.0085,145.849,14.6271,283.541,1.4179,262.048,1.1586,236.899,0.6413,107.125,-0.1206,58.252,-0.0072,304.945,0.0577,287.461,0.0365,235.757,0.0179,40.589,-0.1797,10.311,0.2035,220.589,0
2003-02-19,5.76,Mars,Rahu,4.1,18,13,9,2,0,0,1,306.523,1.0081,160.501,14.6565,284.968,1.4366,263.207,1.1604,237.541,0.6411,107.005,-0.119,58.246,-0.0053,305.003,0.0577,287.497,0.0363,235.775,0.0174,40.426,-0.1445,10.513,0.2017,220.426,0
2003-02-20,5.75,Mars,Rahu,4.1,19,14,10,2,0,0,2,307.531,1.0078,175.124,14.5725,286.414,1.4549,264.369,1.1622,238.182,0.641,106.887,-0.1174,58.241,-0.0035,305.06,0.0577,287.534,0.0361,235.792,0.0169,40.303,-0.1014,10.714,0.1998,220.303,0
2003-02-21,5.87,Mars,Rahu,4.1,21,15,11,2,0,0,2,308.538,1.0074,189.618,14.4045,287.878,1.4729,265.532,1.164,238.822,0.6408,106.77,-0.1157,58.239,-0.0016,305.118,0.0576,287.57,0.036,235.809,0.0164,40.225,-0.0548,10.913,0.1978,220.225,0
2003-02-24,5.92,Mars,Rahu,6.0,24,18,14,2,0,0,2,311.559,1.0063,231.824,13.7226,292.376,1.5251,269.031,1.1689,240.744,0.6402,106.432,-0.1101,58.243,0.0041,305.291,0.0575,287.677,0.0354,235.855,0.0148,40.182,-0.0084,11.497,0.1913,220.182,0
2003-02-25,5.89,Mars,Rahu,3.5,25,19,15,2,0,0,2,312.565,1.0059,245.438,13.5079,293.909,1.5423,270.201,1.1704,241.384,0.6399,106.322,-0.1081,58.248,0.006,305.348,0.0574,287.712,0.0352,235.87,0.0143,40.161,-0.0363,11.687,0.1888,220.161,0
2003-02-26,5.91,Mars,Rahu,3.5,26,20,16,2,0,0,1,313.571,1.0055,258.845,13.3098,295.46,1.5593,271.372,1.1719,242.024,0.6397,106.215,-0.106,58.254,0.0079,305.406,0.0573,287.747,0.035,235.884,0.0137,40.104,-0.0795,11.874,0.1863,220.104,0
2003-02-27,5.87,Mars,Rahu,3.5,27,21,17,2,0,0,1,314.576,1.0051,272.061,13.1232,297.028,1.5764,272.545,1.1732,242.663,0.6394,106.111,-0.1038,58.263,0.0097,305.463,0.0572,287.782,0.0347,235.897,0.0132,39.998,-0.1331,12.059,0.1836,219.998,0
2003-02-28,5.92,Mars,Rahu,3.5,28,22,19,2,0,0,1,315.581,1.0046,285.093,12.9404,298.613,1.5935,273.718,1.1746,243.303,0.639,106.008,-0.1016,58.274,0.0116,305.52,0.0571,287.817,0.0345,235.91,0.0126,39.838,-0.1858,12.242,0.1808,219.838,0
2003-03-03,5.94,Mars,Rahu,3.5,1,25,22,2,0,0,1,318.593,1.0032,323.068,12.3704,303.471,1.6453,277.248,1.1782,245.218,0.638,105.714,-0.0944,58.317,0.0173,305.69,0.0566,287.919,0.0337,235.946,0.011,39.171,-0.2264,12.77,0.1716,219.171,0
2003-03-04,5.91,Mars,Rahu,3.5,2,26,23,2,0,0,1,319.596,1.0027,335.344,12.1831,305.125,1.6629,278.427,1.1793,245.856,0.6376,105.62,-0.092,58.336,0.0191,305.747,0.0565,287.953,0.0335,235.956,0.0104,38.953,-0.2057,12.94,0.1682,218.953,0
2003-03-05,5.97,Mars,Rahu,3.5,3,27,24,2,0,0,1,320.598,1.0022,347.44,12.0149,306.797,1.6806,279.606,1.1804,246.493,0.6372,105.53,-0.0894,58.356,0.021,305.803,0.0563,287.986,0.0332,235.967,0.0099,38.764,-0.1714,13.107,0.1648,218.764,0
2003-03-06,5.97,Mars,Rahu,3.5,4,27,25,2,0,0,1,321.6,1.0016,359.385,11.8811,308.486,1.6986,280.787,1.1815,247.13,0.6368,105.442,-0.0868,58.378,0.0229,305.86,0.0561,288.019,0.0329,235.976,0.0093,38.615,-0.1244,13.27,0.1613,218.615,0
2003-03-07,5.97,Mars,Rahu,3.5,5,1,26,2,0,0,1,322.601,1.001,11.22,11.7979,310.194,1.7167,281.969,1.1825,247.767,0.6364,105.356,-0.0841,58.401,0.0247,305.916,0.0559,288.052,0.0326,235.985,0.0087,38.516,-0.0745,13.429,0.1577,218.516,0
2003-03-10,5.91,Mars,Rahu,1.5,7,4,1,0,0,0,1,325.602,0.9993,46.714,11.9895,315.427,1.7726,285.521,1.1853,249.674,0.6352,105.116,-0.0759,58.484,0.0302,306.082,0.0552,288.148,0.0317,236.009,0.0071,38.447,0.0053,13.886,0.1463,218.447,0
2003-03-11,5.85,Mars,Rahu,4.0,8,5,2,0,0,0,1,326.601,0.9987,58.816,12.23,317.209,1.7916,286.707,1.1862,250.309,0.6347,105.042,-0.073,58.515,0.032,306.137,0.0549,288.18,0.0314,236.016,0.0065,38.449,-0.0039,14.03,0.1423,218.449,0
2003-03-12,5.76,Mars,Rahu,1.5,9,6,3,0,0,0,1,327.599,0.998,71.204,12.5604,319.011,1.8108,287.894,1.1871,250.944,0.6343,104.97,-0.0702,58.548,0.0338,306.192,0.0547,288.211,0.031,236.022,0.0059,38.434,-0.03,14.17,0.1382,218.434,0
2003-03-13,5.78,Mars,Rahu,1.5,10,7,4,0,0,0,1,328.597,0.9974,83.963,12.9689,320.831,1.8301,289.081,1.188,251.578,0.6339,104.901,-0.0673,58.582,0.0356,306.246,0.0544,288.242,0.0307,236.027,0.0054,38.386,-0.0653,14.306,0.1341,218.386,0
2003-03-14,5.76,Mars,Rahu,1.5,11,8,6,0,0,0,1,329.594,0.9968,97.161,13.4323,322.671,1.8495,290.27,1.1888,252.212,0.6335,104.836,-0.0643,58.619,0.0373,306.301,0.0541,288.272,0.0303,236.033,0.0048,38.301,-0.1054,14.438,0.1299,218.301,0
2003-03-17,5.83,Mars,Rahu,1.5,14,11,9,0,0,0,1,332.582,0.995,139.539,14.735,328.306,1.9072,293.84,1.1913,254.11,0.6322,104.656,-0.0554,58.739,0.0425,306.462,0.0532,288.362,0.0293,236.044,0.0031,37.843,-0.1714,14.808,0.1166,217.843,0
2003-03-18,5.94,Mars,Rahu,1.5,16,12,10,0,0,0,1,333.577,0.9945,154.406,14.9734,330.223,1.9259,295.031,1.1921,254.742,0.6317,104.602,-0.0524,58.782,0.0443,306.515,0.0528,288.391,0.0289,236.047,0.0026,37.68,-0.1525,14.923,0.1119,217.68,0
2003-03-19,5.95,Mars,Rahu,1.5,17,13,11,0,0,0,1,334.571,0.9939,169.433,15.054,332.158,1.9441,296.224,1.1929,255.374,0.6313,104.551,-0.0493,58.827,0.046,306.567,0.0525,288.419,0.0286,236.05,0.002,37.541,-0.1233,15.032,0.1072,217.541,0
2003-03-20,6.01,Mars,Rahu,1.5,18,14,13,0,0,0,1,335.564,0.9934,184.461,14.9769,334.111,1.9615,297.417,1.1937,256.005,0.6308,104.503,-0.0463,58.874,0.0476,306.62,0.0522,288.448,0.0282,236.051,0.0015,37.436,-0.0852,15.137,0.1022,217.436,0
2003-03-21,5.94,Mars,Rahu,1.5,19,15,14,0,0,0,1,336.558,0.9929,199.343,14.7678,336.081,1.978,298.611,1.1944,256.635,0.6303,104.459,-0.0432,58.922,0.0493,306.672,0.0518,288.476,0.0278,236.053,0.0009,37.373,-0.0415,15.236,0.0972,217.373,0
2003-03-24,5.86,Mars,Rahu,1.5,22,19,17,0,0,0,1,339.534,0.9914,242.213,13.7732,342.079,2.018,302.198,1.1966,258.524,0.6287,104.343,-0.0338,59.078,0.0543,306.825,0.0507,288.557,0.0266,236.053,-0.0008,37.366,0.009,15.504,0.081,217.366,0
2003-03-25,5.91,Mars,Rahu,1.5,23,20,18,0,0,0,1,340.525,0.991,255.818,13.4412,344.101,2.027,303.395,1.1973,259.152,0.6281,104.311,-0.0307,59.133,0.0559,306.876,0.0503,288.584,0.0262,236.052,-0.0013,37.368,-0.0089,15.582,0.0753,217.368,0
2003-03-26,5.92,Mars,Rahu,1.5,24,21,19,0,0,0,1,341.516,0.9905,269.107,13.1426,346.132,2.033,304.593,1.1979,259.78,0.6275,104.282,-0.0275,59.19,0.0575,306.926,0.0499,288.61,0.0258,236.05,-0.0019,37.343,-0.0421,15.655,0.0695,217.343,0
2003-03-27,5.97,Mars,Rahu,1.5,25,22,20,0,0,0,1,342.506,0.99,282.116,12.8818,348.166,2.0356,305.791,1.1985,260.407,0.6268,104.256,-0.0244,59.248,0.0591,306.976,0.0494,288.635,0.0254,236.048,-0.0024,37.28,-0.0852,15.721,0.0635,217.28,0
2003-03-28,6.02,Mars,Rahu,1.5,26,23,21,0,0,0,1,343.496,0.9895,294.883,12.6565,350.201,2.0342,306.99,1.1991,261.034,0.6261,104.233,-0.0212,59.308,0.0607,307.025,0.049,288.661,0.0249,236.045,-0.003,37.174,-0.1253,15.782,0.0573,217.174,0
2003-03-31,5.93,Mars,Rahu,1.5,29,25,24,0,0,0,1,346.462,0.9879,332.026,12.1389,356.266,2.0011,310.589,1.2006,262.909,0.6239,104.184,-0.0116,59.497,0.0654,307.17,0.0477,288.733,0.0236,236.034,-0.0046,36.714,-0.1594,15.925,0.0381,216.714,0
2003-04-01,6.04,Mars,Rahu,1.5,30,26,25,0,0,0,1,347.45,0.9873,344.097,12.0078,358.257,1.9789,311.79,1.2011,263.532,0.6231,104.174,-0.0084,59.563,0.0669,307.217,0.0472,288.757,0.0232,236.029,-0.0052,36.561,-0.1454,15.96,0.0316,216.561,0
2003-04-02,6.03,Mars,Rahu,1.5,1,27,26,0,0,0,1,348.437,0.9868,356.049,11.8995,0.222,1.9505,312.992,1.2016,264.155,0.6222,104.167,-0.0052,59.631,0.0684,307.264,0.0467,288.78,0.0227,236.024,-0.0057,36.428,-0.1188,15.988,0.0249,216.428,0
2003-04-03,5.91,Mars,Rahu,1.5,2,1,27,0,0,0,1,349.423,0.9862,7.906,11.8204,2.156,1.9158,314.193,1.202,264.777,0.6214,104.163,-0.002,59.7,0.0699,307.311,0.0462,288.802,0.0222,236.018,-0.0062,36.327,-0.0821,16.01,0.0183,216.327,0
2003-04-04,5.95,Mars,Rahu,1.5,3,2,1,0,0,0,1,350.409,0.9856,19.702,11.7797,4.051,1.8745,315.395,1.2024,265.398,0.6205,104.163,0.0012,59.771,0.0714,307.357,0.0457,288.824,0.0218,236.011,-0.0068,36.264,-0.0436,16.025,0.0116,216.264,0
2003-04-07,5.9,Mars,Rahu,1.5,6,5,4,0,0,0,1,353.363,0.9837,55.22,11.9974,9.447,1.7132,319.004,1.2035,267.255,0.6177,104.181,0.0107,59.991,0.0757,307.491,0.0441,288.887,0.0203,235.988,-0.0083,36.261,0.0266,16.03,-0.0082,216.261,0
2003-04-08,5.83,Mars,Rahu,1.5,7,6,5,0,0,0,1,354.346,0.9831,67.32,12.2159,11.128,1.6478,320.208,1.2038,267.872,0.6168,104.193,0.0138,60.068,0.0771,307.535,0.0436,288.907,0.0199,235.98,-0.0088,36.288,0.0244,16.018,-0.0146,216.288,0
2003-04-09,5.83,Mars,Rahu,1.5,8,6,6,0,0,0,2,355.329,0.9825,79.68,12.5161,12.741,1.5773,321.412,1.2041,268.489,0.6158,104.208,0.017,60.146,0.0785,307.578,0.043,288.927,0.0194,235.971,-0.0093,36.305,0.008,16.0,-0.021,216.305,0
2003-04-10,5.91,Mars,Rahu,4.0,9,7,7,0,0,0,2,356.311,0.9818,92.379,12.8943,14.281,1.5021,322.616,1.2045,269.104,0.6149,104.227,0.0201,60.225,0.0798,307.621,0.0425,288.946,0.0189,235.961,-0.0098,36.302,-0.0142,15.976,-0.0271,216.302,0
2003-04-11,5.87,Mars,Rahu,1.5,10,8,8,0,0,0,2,357.293,0.9812,105.49,13.3367,15.743,1.4227,323.821,1.2048,269.718,0.6139,104.249,0.0232,60.305,0.0812,307.663,0.0419,288.965,0.0184,235.951,-0.0103,36.276,-0.0382,15.946,-0.0331,216.276,0
2003-04-14,5.9,Mars,Rahu,1.05,13,12,12,0,0,0,2,0.233,0.9793,147.641,14.7235,19.63,1.1638,327.437,1.2057,271.556,0.6108,104.332,0.0324,60.555,0.0851,307.786,0.0401,289.018,0.0169,235.918,-0.0118,36.059,-0.0907,15.821,-0.0497,216.059,0
2003-04-15,5.88,Mars,Rahu,1.05,14,13,13,0,0,0,1,1.212,0.9787,162.536,15.0452,20.748,1.072,328.642,1.206,272.166,0.6098,104.366,0.0354,60.641,0.0864,307.826,0.0395,289.034,0.0164,235.906,-0.0123,35.973,-0.0793,15.769,-0.0547,215.973,0
2003-04-16,5.81,Mars,Rahu,1.05,15,14,14,0,0,0,1,2.191,0.9782,177.681,15.2182,21.773,0.9781,329.849,1.2064,272.775,0.6088,104.403,0.0384,60.727,0.0876,307.866,0.0389,289.051,0.0159,235.893,-0.0127,35.902,-0.0614,15.712,-0.0594,215.902,0
2003-04-17,5.92,Mars,Rahu,1.05,16,15,15,0,0,0,1,3.169,0.9776,192.915,15.2214,22.703,0.8824,331.055,1.2067,273.383,0.6077,104.443,0.0414,60.816,0.0888,307.904,0.0383,289.066,0.0154,235.88,-0.0132,35.851,-0.0397,15.651,-0.0638,215.851,0
2003-04-21,5.92,Mars,Rahu,1.05,21,19,20,0,3,0,1,7.075,0.9757,251.76,13.9701,25.449,0.488,335.885,1.2081,275.805,0.6029,104.632,0.0531,61.181,0.0936,308.052,0.0358,289.123,0.0133,235.824,-0.015,35.864,0.0237,15.366,-0.0776,215.864,0
2003-04-22,6.0,Mars,Rahu,1.05,22,20,21,0,3,0,1,8.051,0.9752,265.519,13.5503,25.887,0.3883,337.093,1.2084,276.407,0.6016,104.686,0.056,61.275,0.0947,308.088,0.0352,289.136,0.0128,235.809,-0.0154,35.885,0.0172,15.287,-0.08,215.885,0
2003-04-23,6.0,Mars,Rahu,1.05,23,21,22,0,3,0,1,9.026,0.9748,278.87,13.1593,26.225,0.2891,338.301,1.2087,277.008,0.6002,104.744,0.0589,61.37,0.0959,308.123,0.0345,289.149,0.0122,235.793,-0.0159,35.895,-0.0003,15.206,-0.082,215.895,0
2003-04-24,5.98,Mars,Rahu,1.05,24,22,23,0,3,0,1,10.0,0.9743,291.853,12.8147,26.465,0.1908,339.51,1.2089,277.608,0.5988,104.804,0.0617,61.466,0.097,308.157,0.0338,289.161,0.0117,235.777,-0.0163,35.883,-0.0241,15.123,-0.0834,215.883,0
2003-04-25,5.91,Mars,Rahu,1.05,25,23,24,0,3,0,1,10.974,0.9739,304.518,12.5242,26.608,0.0942,340.719,1.2092,278.206,0.5973,104.867,0.0645,61.564,0.0981,308.19,0.0332,289.172,0.0112,235.761,-0.0167,35.849,-0.0422,15.039,-0.0844,215.849,0
2003-04-28,5.93,Mars,Rahu,1.05,28,26,27,0,3,0,1,13.894,0.9725,341.145,11.9672,26.473,-0.1782,344.348,1.2099,279.991,0.5926,105.073,0.0729,61.863,0.1013,308.287,0.0311,289.203,0.0095,235.708,-0.0179,35.691,-0.0593,14.785,-0.0843,215.691,0
2003-04-29,5.85,Mars,Rahu,3.55,29,27,1,0,3,0,1,14.866,0.9721,353.061,11.8713,26.254,-0.2602,345.558,1.2101,280.582,0.5909,105.148,0.0756,61.965,0.1023,308.318,0.0304,289.213,0.009,235.69,-0.0183,35.632,-0.0572,14.701,-0.0832,215.632,0
2003-04-30,5.88,Mars,Rahu,3.55,30,1,2,0,3,0,0,15.838,0.9716,4.9,11.8129,25.955,-0.3361,346.768,1.2103,281.172,0.5891,105.225,0.0783,62.068,0.1033,308.348,0.0297,289.221,0.0084,235.672,-0.0187,35.581,-0.0443,14.619,-0.0816,215.581,0
2003-05-01,5.91,Mars,Rahu,3.55,30,2,3,0,3,0,0,16.81,0.9711,16.698,11.7898,25.584,-0.405,347.979,1.2105,281.761,0.5873,105.304,0.081,62.171,0.1043,308.377,0.0289,289.23,0.0079,235.653,-0.0191,35.546,-0.0252,14.538,-0.0794,215.546,0
2003-05-02,6.0,Mars,Rahu,3.55,1,3,4,0,3,0,0,17.78,0.9706,28.491,11.8026,25.148,-0.4658,349.189,1.2107,282.347,0.5855,105.387,0.0837,62.276,0.1052,308.405,0.0282,289.237,0.0074,235.634,-0.0195,35.53,-0.008,14.46,-0.0768,215.53,0
2003-05-05,6.04,Mars,Rahu,3.55,4,5,7,0,3,0,0,20.69,0.9691,64.232,12.0949,23.539,-0.5914,352.822,1.2111,284.095,0.5797,105.649,0.0915,62.596,0.108,308.487,0.026,289.257,0.0057,235.574,-0.0205,35.559,0.0245,14.245,-0.0661,215.559,0
2003-05-06,6.03,Mars,Rahu,3.55,5,6,8,0,3,0,0,21.659,0.9685,76.423,12.296,22.937,-0.6122,354.033,1.2113,284.673,0.5776,105.742,0.094,62.704,0.1089,308.512,0.0253,289.262,0.0052,235.553,-0.0209,35.585,0.0254,14.181,-0.0617,215.585,0
