Date,Close,Mahadasha,Antardasha,SMI_Base,Tithi,Nakshatra,Nithya_Yoga,Aspect_Mars_Saturn,Aspect_Jup_Sun,Aspect_Rahu_Mars,Vedha_Score,Sun_Deg,Sun_Speed,Moon_Deg,Moon_Speed,Mercury_Deg,Mercury_Speed,Venus_Deg,Venus_Speed,Mars_Deg,Mars_Speed,Jupiter_Deg,Jupiter_Speed,Saturn_Deg,Saturn_Speed,Uranus_Deg,Uranus_Speed,Neptune_Deg,Neptune_Speed,Pluto_Deg,Pluto_Speed,True_Node_Deg,True_Node_Speed,Lilith_Deg,Lilith_Speed,Ketu_Deg,Ketu_Speed
2009-06-01,15.5,Rahu,Rahu,1.5,9,12,16,0,0,3,0,47.138,0.9582,154.191,13.3088,28.953,0.1075,1.398,0.9263,6.466,0.7476,302.721,0.0435,141.125,0.0265,332.273,0.0235,302.482,-0.0018,248.539,-0.0235,277.58,-0.0389,267.03,0.0984,97.58,0
2009-06-02,15.46,Rahu,Rahu,1.5,10,13,17,0,0,3,0,48.096,0.9578,167.369,13.0505,29.098,0.1823,2.328,0.9341,7.213,0.7467,302.763,0.0405,141.152,0.0282,332.296,0.0228,302.48,-0.0024,248.515,-0.0237,277.522,-0.0764,267.126,0.0945,97.522,0
2009-06-03,14.86,Rahu,Rahu,4.0,11,14,18,0,0,3,0,49.054,0.9575,180.301,12.8179,29.318,0.2569,3.266,0.9417,7.959,0.7458,302.802,0.0374,141.181,0.0298,332.319,0.022,302.478,-0.0029,248.491,-0.0239,277.429,-0.1083,267.219,0.0903,97.429,0
2009-06-04,15.2,Rahu,Rahu,1.5,12,15,19,0,0,3,0,50.011,0.9572,193.012,12.6075,29.612,0.3308,4.211,0.9489,8.704,0.7449,302.838,0.0343,141.212,0.0315,332.34,0.0213,302.474,-0.0034,248.467,-0.0241,277.31,-0.1276,267.307,0.0861,97.31,0
2009-06-05,15.07,Rahu,Rahu,1.5,13,16,20,0,0,3,0,50.968,0.9569,205.522,12.4161,29.979,0.4038,5.164,0.956,9.449,0.744,302.871,0.0312,141.244,0.0331,332.361,0.0205,302.471,-0.004,248.443,-0.0243,277.178,-0.1343,267.391,0.0817,97.178,0
2009-06-08,15.04,Rahu,Rahu,1.5,16,19,23,0,0,3,0,53.838,0.9561,242.032,11.9558,31.511,0.6155,8.062,0.9759,11.677,0.7412,302.95,0.0217,141.351,0.038,332.419,0.0182,302.456,-0.0055,248.37,-0.0247,276.812,-0.093,267.616,0.0679,96.812,0
2009-06-09,15.19,Rahu,Rahu,1.5,17,20,24,0,0,3,0,54.794,0.9559,253.935,11.8552,32.161,0.6833,9.041,0.9822,12.417,0.7403,302.97,0.0186,141.39,0.0396,332.437,0.0174,302.451,-0.0061,248.345,-0.0249,276.736,-0.0586,267.681,0.0631,96.736,0
2009-06-10,15.32,Rahu,Rahu,1.5,18,20,25,0,0,3,0,55.749,0.9557,265.756,11.7949,32.878,0.7497,10.026,0.9882,13.157,0.7394,302.987,0.0154,141.43,0.0412,332.454,0.0167,302.444,-0.0066,248.32,-0.025,276.695,-0.0245,267.742,0.0582,96.695,0
2009-06-11,15.63,Rahu,Rahu,5.5,19,21,26,0,0,3,0,56.705,0.9555,277.542,11.7856,33.66,0.8146,11.017,0.994,13.896,0.7384,303.001,0.0122,141.472,0.0427,332.471,0.0159,302.437,-0.0071,248.295,-0.0251,276.684,0.0016,267.798,0.0533,96.684,0
2009-06-12,15.48,Rahu,Rahu,1.5,20,22,27,0,0,3,0,57.661,0.9554,289.348,11.8379,34.506,0.8782,12.014,0.9997,14.634,0.7375,303.012,0.009,141.516,0.0443,332.486,0.0151,302.43,-0.0076,248.27,-0.0252,276.695,0.0198,267.848,0.0483,96.695,0
2009-06-15,15.07,Rahu,Rahu,1.5,23,25,2,0,0,0,0,60.526,0.955,325.593,12.4437,37.419,1.0615,15.038,1.0156,16.842,0.7346,303.024,-0.0006,141.655,0.049,332.528,0.0127,302.405,-0.0091,248.194,-0.0255,276.767,0.0059,267.971,0.033,96.767,0
2009-06-16,14.75,Rahu,Rahu,1.5,24,26,3,0,0,0,0,61.481,0.955,338.209,12.8018,38.51,1.1204,16.056,1.0206,17.576,0.7336,303.022,-0.0038,141.705,0.0505,332.54,0.0119,302.396,-0.0096,248.168,-0.0256,276.76,-0.0185,268.001,0.0279,96.76,0
2009-06-17,14.51,Rahu,Rahu,1.5,25,27,5,0,0,0,0,62.436,0.9549,351.218,13.2238,39.659,1.1785,17.079,1.0254,18.309,0.7326,303.017,-0.007,141.756,0.052,332.552,0.0111,302.386,-0.0101,248.143,-0.0256,276.731,-0.0381,268.026,0.0227,96.731,0
2009-06-18,14.45,Rahu,Rahu,5.0,26,1,6,0,0,0,0,63.391,0.9548,4.671,13.6859,40.866,1.2357,18.106,1.03,19.041,0.7316,303.008,-0.0103,141.809,0.0535,332.562,0.0103,302.375,-0.0106,248.117,-0.0257,276.685,-0.0537,268.046,0.0175,96.685,0
2009-06-19,14.31,Rahu,Rahu,5.0,27,2,7,0,0,0,0,64.346,0.9547,18.591,14.1519,42.13,1.2921,19.139,1.0345,19.772,0.7305,302.996,-0.0135,141.864,0.055,332.572,0.0095,302.365,-0.0111,248.091,-0.0258,276.625,-0.0668,268.061,0.0123,96.625,0
2009-06-22,13.59,Rahu,Rahu,5.0,30,5,10,0,0,0,0,67.209,0.9545,62.732,15.1076,46.256,1.4577,22.261,1.047,21.959,0.7273,302.941,-0.0231,142.035,0.0595,332.597,0.0071,302.329,-0.0125,248.014,-0.0258,276.424,-0.0516,268.075,-0.0033,96.424,0
2009-06-23,13.67,Rahu,Rahu,5.0,1,6,11,0,0,0,0,68.164,0.9544,77.875,15.1502,47.741,1.5118,23.31,1.0509,22.686,0.7261,302.916,-0.0263,142.095,0.0609,332.604,0.0063,302.316,-0.013,247.988,-0.0258,276.383,-0.0294,268.069,-0.0086,96.383,0
2009-06-24,13.73,Rahu,Rahu,5.0,2,7,13,0,0,0,0,69.118,0.9542,92.981,15.0375,49.28,1.5653,24.363,1.0547,23.411,0.725,302.889,-0.0295,142.157,0.0623,332.61,0.0055,302.303,-0.0135,247.962,-0.0258,276.366,-0.0049,268.058,-0.0137,96.366,0
2009-06-25,14.02,Rahu,Rahu,1.5,4,9,14,0,0,0,0,70.072,0.9541,107.906,14.7936,50.871,1.6181,25.42,1.0584,24.136,0.7238,302.857,-0.0327,142.22,0.0638,332.615,0.0047,302.289,-0.0139,247.936,-0.0258,276.371,0.0125,268.041,-0.0189,96.371,0
