Date,Close,Sun_Deg,Sun_Speed,Moon_Deg,Moon_Speed,Mars_Deg,Mars_Speed,Mercury_Deg,Mercury_Speed,Jupiter_Deg,Jupiter_Speed,Venus_Deg,Venus_Speed,Saturn_Deg,Saturn_Speed,Rahu_Deg,Rahu_Speed,Ketu_Deg
1998-12-22,5.73662805557251,269.9176235357864,1.018682645250144,305.18282119206503,12.828971630937058,193.31037967146924,0.5187394743708216,248.46141822051348,1.1106896906974484,350.59826564547393,0.12144334258734903,282.8390329700033,1.2550997890146993,26.82229694908813,-0.014169848707282892,144.92588157141964,-0.052933098850683855,324.9258815714196
1998-12-23,5.856061458587647,270.93634382401314,1.0187493953096276,318.1080778479017,13.025221997288849,193.8280136832431,0.5165220424273722,249.59599613062593,1.1574377121160664,350.7210363707126,0.12409178997715938,284.0940753723242,1.2549814672430466,26.809040864583103,-0.012340693519926595,144.87294364818362,-0.05294308537535913,324.87294364818365
1998-12-24,5.825239181518555,271.95511856795423,1.0187920523738383,331.241615736854,13.246479972743883,194.3434111310917,0.5142670484860955,250.77440726998987,1.1984880351526244,350.8464375833872,0.12670457395792506,285.34899178605014,1.2548482523145852,26.797616468257747,-0.010506291390514502,144.81999511604457,-0.05295395363236371,324.81999511604454
1998-12-28,5.794417858123779,276.0304034434509,1.0188239018053076,26.359481460185684,14.337912388926247,196.38198394658107,0.5049477676621938,255.83008151582405,1.3193922370488222,351.3736766215363,0.13683240045457157,290.3671784851965,1.254230882499557,26.77036604008178,-0.003098054766477706,144.6081353610854,-0.052961122841139845,324.6081353610854
1998-12-29,5.852210998535156,277.0492292975135,1.0188237020252484,40.819880687227304,14.572480041206777,196.88573719336534,0.5025530835933947,257.16076806005276,1.3415481838902332,351.5117402775733,0.13928858023102877,291.6213296944542,1.2540704343713427,26.768202804374422,-0.001228483318213949,144.5551803208482,-0.05294823538076393,324.5551803208482
1998-12-30,5.763595581054688,278.0680564193242,1.0188267342612882,55.47760016490629,14.726423513296488,197.38708110048,0.5001279922250718,258.51240071060016,1.361345207044263,351.6522440603136,0.14171205658145591,292.875320277701,1.253909411015524,26.767910586447876,0.0006430670348967551,144.5022397619546,-0.05293282705807646,324.50223976195457
1998-12-31,5.755891799926758,279.0868882122552,1.0188331807195976,70.23487870099514,14.767109259940352,197.88598180916495,0.4976654873696314,259.8827930243971,1.3791202854168931,351.79515354110003,0.14409947619348396,294.1291489167425,1.2537462658070244,26.769488797290176,0.0025116709998950215,144.4493140508076,-0.052919301099144125,324.44931405080763
1999-01-04,5.752041339874268,283.16232211193363,1.0188892364954232,127.7841081709728,13.737960549694037,199.856218122261,0.4873010404480528,265.51842185422635,1.4353329525734608,352.3900825151633,0.15326525805042468,299.14277752602953,1.2530608304331539,26.794364588227182,0.00990455123978041,144.2376458787981,-0.05293300167554645,324.2376458787981
1999-01-05,5.721219539642334,284.18122453222304,1.0189134576575065,141.31291479026217,13.318923730165714,200.34215423477207,0.4845613227611628,266.95951978634065,1.4467236609802916,352.54445386811585,0.15547262632688358,300.395752472597,1.2528889684109146,26.80518584918694,0.011738836787189599,144.18470586601458,-0.0529469376242182,324.1847058660146
1999-01-06,5.909998893737793,285.20015325688473,1.0189418006194155,154.42640986334297,12.913233086108796,200.82531950806464,0.4817591809834317,268.41163172109907,1.4573846462253546,352.70101923767334,0.15765369961367406,301.64855721515823,1.2527205181386643,26.81784147546777,0.01357360300732415,144.1317526878143,-0.052958910538551215,324.1317526878143
1999-01-07,5.883030414581299,286.21911158772417,1.0189723949727492,167.15417231427296,12.551789111386631,201.3056510259781,0.4788934212674697,269.8740949005001,1.4674467841640384,352.8597534490929,0.15981037636973155,302.90119525836803,1.2525553569685368,26.832332940109225,0.015410426676994667,144.0787893516928,-0.052967057780859104,324.07878935169276
1999-01-08,5.909998893737793,287.2381004842637,1.0190025123206439,179.55194466424703,12.256016520646728,201.783084366806,0.475962284739082,271.3463687638513,1.4770240312252558,353.020632453781,0.16194310969307166,304.153669333011,1.2523921996053529,26.848662536075285,0.017249501463967448,144.02582007247267,-0.0529707819307265,324.0258200724727
1999-01-11,5.798272609710693,290.295215399096,1.0190593666265186,215.52905363213492,11.85318529256086,203.19731920326058,0.4667537449436373,275.81816857005396,1.503781301985651,353.51589287715194,0.16819077510191224,307.9101074114936,1.2518939174872084,26.908693780194906,0.022770408553603683,143.86691733655164,-0.05295979330234717,323.86691733655164
1999-01-12,5.709661483764648,291.3142760294667,1.0190569214562308,227.38910583076546,11.879087363699233,203.6624714807421,0.46353748226093,277.3262206177878,1.512298385220197,353.6851008570005,0.17021941119986217,309.161914235634,1.2517172900020546,26.932383150546745,0.024607158357872177,143.81396157311798,-0.052951567710562406,323.813961573118
1999-01-13,5.624898910522461,292.33332655170693,1.0190385230414276,239.3099764076879,11.973049667780984,204.12436884155758,0.46024348202824533,278.84273710390704,1.5207195903204918,353.85632298118793,0.17221879181951555,310.4135399821844,1.2515313113248525,26.957907125497574,0.02643929409326071,143.7610143833025,-0.05294284820866817,323.7610143833025
1999-01-14,5.517026424407959,293.35234936043673,1.0190008197534561,251.3539125008746,12.123039070182914,204.58293222861724,0.4568692173186212,280.36764852261615,1.5290965263222815,354.02952915147836,0.17418726555230368,311.6649739111424,1.251333230267587,26.985260068660914,0.02826485700899316,143.70807563130344,-0.05293491795636018,323.7080756313035
1999-01-15,5.601785182952881,294.37132346148394,1.018940405919108,263.5700320718912,12.314974902431834,205.0380801075843,0.4534122987320709,281.9009337598745,1.5374745219568902,354.2046875391238,0.17612302894093423,312.9162024641616,1.2511201744425706,27.01443431036986,0.030081733149845368,143.65514384581067,-0.05292914363927353,323.6551438458107
1999-01-19,5.601785182952881,298.44620476667177,1.0184168675988308,314.62852678354545,13.215689705393123,206.82282637578786,0.4387346033011412,288.1187802156093,1.5717318890546683,354.92414939301744,0.18351035434286442,317.9186962418139,1.2500678668836198,27.14912354753843,0.03722799531495828,143.44341680589076,-0.05294551722942731,323.44341680589076
1999-01-20,5.555554866790772,299.464523169201,1.0182113996477267,327.9482074401678,13.420925791195792,207.25962875609665,0.4348579436702485,289.69495014768603,1.5806355575995799,355.1085411844738,0.18526732969324403,319.1686067191077,1.249749228615054,27.18722888180659,0.03898164094060141,143.39046543622396,-0.05295730549500514,323.39046543622396
1999-01-21,5.601785182952881,300.4826229452952,1.0179800588621615,341.4646443671103,13.609117105891848,207.6925161393694,0.4309053435679915,291.2801156776023,1.5897271485395066,355.2946732772941,0.18699130259544003,320.41818821878473,1.2494102734959835,27.2270822287249,0.040724207767941625,143.3375025422204,-0.05296809582914141,323.33750254222036
1999-01-22,5.570962429046631,301.5004803635894,1.01772729146019,355.160843791705,13.780537824801371,208.12141493473513,0.426881271932756,292.87447582933527,1.599028311301667,355.48251390341187,0.18868463755528755,321.66742167254546,1.249053456752594,27.268673467050565,0.04245743222132523,143.28453050220628,-0.05297518067821793,323.2845305022063
1999-01-25,5.563259124755859,304.55243150837157,1.016886799783591,37.15548342443513,14.183601687565567,209.38349418143343,0.41440407802219237,297.714989694516,1.6283485960304063,356.0559974410972,0.19359491699496717,325.41287941364345,1.2478981286515654,27.403789946548535,0.04760670512902179,143.1256131008769,-0.052960853044845456,323.1256131008769
1999-01-26,5.509321689605713,305.5691730592604,1.0165907728444028,51.381418721047986,14.261547686750186,209.79575561426716,0.4101059947306999,299.348455091525,1.6386235228710953,356.2503848985018,0.19517369697126802,326.66057394652734,1.2474875568264974,27.452245639661196,0.04930156845840156,143.07265893602352,-0.052947271395954815,323.0726589360235
1999-01-27,5.409152507781982,306.58561607291205,1.0162899887500265,65.66308249117212,14.292842636992809,210.20368065765692,0.4057301649685855,300.99232183647337,1.6491508357947813,356.44633511084766,0.1967200004148495,327.90785120088054,1.2470634129664873,27.50238844504443,0.05098030892081985,143.01971840229737,-0.052934212717879604,323.01971840229737
1999-01-28,5.378330707550049,307.601756349359,1.0159856537200413,79.94730878736799,14.264742256957684,210.60718781251995,0.40126912342053705,302.64683951133276,1.6599242745015903,356.64381429337783,0.19823143633131998,329.1546970832564,1.2466249000887015,27.55420029105318,0.05263938033306877,142.9667891602964,-0.052925221040029474,322.9667891602964
1999-01-29,5.378330707550049,308.6175911004911,1.0156794805551874,94.16965506405414,14.168066323502224,211.00618793696862,0.39671519317663484,304.31224929296866,1.6709333614659077,356.84278678825626,0.19970677608986978,330.40109722646855,1.2461723503946744,27.607660093202664,0.054276378816965475,142.91386577138988,-0.05292278121751002,322.91386577138985
1999-02-01,5.32439661026001,311.6632711062549,1.0147784854916349,135.77986766364543,13.486394044477036,212.1751507375278,0.3824324218997037,309.37602408702196,1.7051978779491443,357.4483146442229,0.203931697949464,334.1375051887471,1.2447557538673208,27.777708343477556,0.05906107846620112,142.75506412788826,-0.05295154500235483,322.75506412788826
1999-02-02,5.332098007202148,312.67790800236264,1.014493692178303,149.11191277538617,13.17476349368384,212.55510059292112,0.37744913674016156,311.0870824792235,1.7169398229819917,357.65292484570216,0.20528461948508342,335.3820212007148,1.2442761749902367,27.83755112190275,0.06062332279206622,142.70210582742325,-0.05296477563215564,322.7021058274232
1999-02-03,5.455382347106934,313.6922650180265,1.0142188904276144,162.12724400973056,12.856930312893578,212.93000885604482,0.37234853319222655,312.8099323440969,1.7287719759062126,357.8588768189529,0.20661556365067177,336.62605804894696,1.2437975725049095,27.898950413966798,0.062174308785358984,142.64913557575372,-0.05297509434144556,322.6491355757537
1999-02-04,5.486204147338867,314.7063517462697,1.0139529892934238,174.83139686325197,12.556111687721907,213.29975642369996,0.3671268721850628,314.5446339618205,1.740631406421466,358.0661495843304,0.20792621227252103,337.86961717005335,1.2433204862404013,27.961895921202164,0.06371561650325604,142.5961571293792,-0.05298102729753147,322.5961571293792
1999-02-05,5.6403117179870605,315.72017599596865,1.0136936009757147,187.25204027511649,12.29304485347808,213.66422018521484,0.3617799684201371,316.2911757353766,1.7524378465380976,358.27472310825976,0.2092168622775394,339.11269975042217,1.2428440277494723,28.0263781427914,0.06524737364803128,142.54317509513487,-0.052982313156443056,322.54317509513487
1999-02-08,5.7173686027526855,318.76010778904606,1.0129227162135164,223.3469362172072,11.87656955037402,214.7246112486288,0.34494290619994084,321.60033558537435,1.7865182721826782,358.9080403290191,0.21296001204113107,342.8390747213245,1.2413979743084396,28.228940826676155,0.06977567571314638,142.38424696401316,-0.0529661248120359,322.3842469640132
1999-02-09,5.6094889640808105,319.77289969842764,1.0126572742750242,235.22303041839953,11.888799591868073,215.0666200094358,0.3390504773684201,323.3921359665904,1.796977528296369,359.1216032261606,0.21416057286613724,344.08022637654915,1.2409026675128862,28.299459338771406,0.07125822584069531,142.33128502703863,-0.05295773636508624,322.33128502703863
1999-02-10,5.624898910522461,320.785421640513,1.0123822286663744,247.1507496560042,11.97942327288961,215.40266319008305,0.3330111569051717,325.19403874837974,1.806688440921734,359.33635387984424,0.2153353173758729,345.32087761947696,1.2403967791484307,28.371452579183693,0.07272492836127044,142.27833137641323,-0.052949742367282136,322.27833137641323
1999-02-11,5.578671455383301,321.79766239271606,1.0120942935589168,259.2065537502898,12.14386336282031,215.73259194626363,0.3268211731008336,327.00518438297894,1.8154224406471346,359.55226573829674,0.21648281587727128,346.56101660310674,1.2398778233891001,28.44490390282985,0.07417427950928693,142.225385041507,-0.05294330355652614,322.225385041507
1999-02-12,5.463089942932129,322.80960738578335,1.0117900568653886,271.460120616274,12.37308909161642,216.05625378924168,0.32047701314175736,328.8244651819301,1.8229109745121113,359.7693107816993,0.21760156004631592,347.80062893322474,1.2393431594763216,28.519795122034985,0.07560468645842894,142.1724438703358,-0.05293961035824131,322.17244387033577
1999-02-16,5.424564361572266,326.8540216021737,1.0103470463646642,323.356065014214,13.602819519856295,217.28509132043772,0.2935212123998668,336.14959001459795,1.8333701318944395,0.6482164051736068,0.22176719914043602,352.7534329190523,1.236997832890973,28.83334777110534,0.08111439143690392,141.96065541910724,-0.052965020923218704,321.96065541910724
1999-02-17,5.370626449584961,327.86415980329934,1.0099216386151142,337.10043065251386,13.878110964871542,217.5750606511884,0.2863940233058712,337.9810122741115,1.8288753521434813,0.8704688165149932,0.22273274557279596,353.99011031295385,1.2363527542281674,28.91512616437044,0.08244011228899804,141.90768429987523,-0.05297700555329114,321.9076842998752
1999-02-18,5.386036396026611,328.87386060985204,1.0094725088147773,351.0934580187579,14.097282312314666,217.85782953274804,0.27912120395887297,339.8060197858213,1.8204368637807318,1.0936734804742088,0.22367205240141558,355.2261311569412,1.2356848228573898,28.99822175837557,0.08374898155037225,141.85470242863124,-0.05298599007021613,321.85470242863124
1999-02-19,5.355213165283203,329.88310193536006,1.0090030244073014,5.271778079834282,14.247139779005861,218.1332553694546,0.2717084927258856,341.6203470282348,1.8074017100094468,1.3178055044633947,0.2245876060395375,356.4614733259755,1.2349953778186904,29.082618931308616,0.08504314751622033,141.80171427252083,-0.05298921673406702,321.8017142725208
1999-02-22,5.409152507781982,332.9078970908543,1.0075025022361976,48.20022120674065,14.27423681808011,218.91410242624187,0.24865004481411462,346.9461344435498,1.7334869619117506,1.995536152158215,0.22719580525548888,0.1632169574398599,1.232799920535464,29.343475399830826,0.08883575961691702,141.6427762224708,-0.05296243358632547,321.6427762224708
1999-02-23,5.362918853759766,333.915140489694,1.0069779265325214,62.427280330440716,14.173180927043404,219.15878010633983,0.2406807825800441,348.6608929878265,1.6947142609857937,2.2231436219457454,0.22801314586240135,1.3956305843833445,1.232022015969084,29.432926494147978,0.09006165067420437,141.58982046634253,-0.05294943496369987,321.58982046634253
1999-02-24,5.339804649353027,334.92185433655635,1.0064437402059545,76.53540434964538,14.038347603777746,219.39541309692754,0.2325596196691139,350.3327831081548,1.6476335607552677,2.4515535127601615,0.2288004416985893,2.6272538101016027,1.2312191610820036,29.523591337147693,0.09126300990007874,141.53687616631652,-0.05294000442150765,321.5368761663165
1999-02-25,5.36677360534668,335.928030187498,1.005902526231857,90.49615975523974,13.879842474431802,219.62384582471998,0.224279369626145,351.95315839523903,1.5915825455649173,2.6807350628721687,0.22955658324691686,3.8580617754038977,1.230391870264927,29.61544427564427,0.09243796399860431,141.48393853086213,-0.05293635075513563,321.48393853086213
1999-02-26,5.332098007202148,336.9336627575503,1.0053580002819595,104.28939616689601,13.70410703227412,219.84391573232716,0.2158332336212859,353.51276008780803,1.526005110512603,2.9106572013078273,0.23028203511854958,5.088030992109242,1.2295423276681974,29.708458621926837,0.09358630115341954,141.43100131945724,-0.05293913074187367,321.4310013194572
1999-03-01,5.278160572052002,339.9473132490975,1.003750552940551,144.52048328032342,13.099000119356091,220.45223094489168,0.18944217539673458,357.72801949855017,1.2689004208282821,3.6045824913987743,0.2322984567097147,8.772722511063947,1.2269005903024117,29.99422037238174,0.09689019560023292,141.2721394687026,-0.052972062250610526,321.27213946870256
1999-03-02,5.224225997924805,340.9508077057806,1.0032371870809131,157.50925903640376,12.877648633880394,220.63710620281233,0.18027855281921004,358.94477904451145,1.1629919764907164,3.837197434442111,0.23292811615481662,9.999175383626731,1.2260039332127184,30.09164360858244,0.0979542015061398,141.2191616793768,-0.052983053634880824,321.21916167937684
1999-03-03,5.339804649353027,341.9537961904834,1.002738943566884,170.2748951619109,12.653945350382322,220.812723218106,0.1709249163843042,0.0507931962681608,1.0475019582241567,4.070433578989495,0.23354103151917993,11.224730263330358,1.2251048455497326,30.190123615577473,0.09900380096205418,141.16617460642945,-0.05299039015410246,321.1661746064294
1999-03-04,5.5324387550354,342.95629389889694,1.0022556877626936,182.81922991921903,12.436761866214164,220.97889019277568,0.16137763871695948,1.036795682382798,0.9231012605512268,4.304274854671754,0.23413829692256954,12.449385466660708,1.2242045258055685,30.289646699234297,0.10004015292104304,141.1131824431768,-0.05299317696781571,321.1131824431768
1999-03-05,5.636460781097412,343.95831515308305,1.0017858640772324,195.15435032202976,12.23757658562253,221.13541169215873,0.1516331766767731,1.8943116380459588,0.7907014402592478,4.538705676092401,0.23471986021884708,13.673139764003366,1.223302775306185,30.39019967352859,0.10106319215524404,141.06018975072388,-0.05299154240180734,321.0601897507239
1999-03-08,5.7173686027526855,346.96162846589266,1.0004298779321625,231.21438206875646,11.87805973309692,221.54510185210486,0.121188923358556,3.6280704230724172,0.35817495711598074,5.245368117690643,0.23635933487784574,17.338968682278285,1.2205737318240313,30.697895676603864,0.10404263533913444,140.90124329449802,-0.052970250374192736,320.90124329449804
1999-03-09,5.655722141265869,347.961837395108,0.9999855001917463,243.08648679105477,11.878106642592613,221.66102909342834,0.11063205574880644,3.91103858952423,0.20760990972371796,5.481983117647681,0.23686595301652996,18.55908165258812,1.2196494752673555,30.80241969758251,0.10500138292393542,140.84827729645158,-0.05296189616094532,320.84827729645156
1999-03-10,5.979345798492432,348.9616015295204,0.9995398505608076,254.99586848158796,11.953710364192002,221.7662971050363,0.09987073521783701,4.0432935013010445,0.05711053906050141,5.7190936619287,0.2373502563159365,19.77826513421784,1.2187144610644611,30.90789283708007,0.10594076129739019,140.79531907377526,-0.05295487442201995,320.79531907377526
